address;postcode;state;country;property_valuation
0800 Donald Hill;4000;QLD;Australia;7
4301 Haas Junction;2204;NSW;Australia;9
0185 Fremont Alley;4074;QLD;Australia;7
85476 Shasta Park;2065;NSW;Australia;12
4888 Hoepker Plaza;2072;NSW;Australia;12
77 Green Court;2570;NSW;Australia;9
22344 Reinke Pass;4225;QLD;Australia;5
588 Menomonie Way;4179;QLD;Australia;9
3 Becker Drive;2566;NSW;Australia;8
663 Sunfield Court;3564;VIC;Australia;2
010 Maryland Court;3556;VIC;Australia;2
53504 Dakota Terrace;2570;NSW;Australia;8
681 Ridgeway Junction;4208;QLD;Australia;7
225 American Point;4508;QLD;Australia;3
79 Moland Junction;2795;NSW;Australia;4
9004 Wayridge Drive;2799;NSW;Australia;4
505 Village Pass;4007;QLD;Australia;4
57 Thierer Parkway;2177;NSW;Australia;9
91 Roth Pass;2565;NSW;Australia;6
4605 Lakewood Gardens Terrace;3216;VIC;Australia;7
16334 Rutledge Trail;3805;VIC;Australia;9
878 Cody Point;2155;NSW;Australia;10
66028 Randy Terrace;2155;NSW;Australia;10
78478 Pond Road;4128;QLD;Australia;7
062 Dixon Parkway;3103;VIC;Australia;12
344 Delladonna Place;2196;NSW;Australia;10
53 Union Terrace;2763;NSW;Australia;8
33221 Maple Wood Place;2260;NSW;Australia;10
1 Esker Pass;4575;QLD;Australia;8
9 Clyde Gallagher Junction;2065;NSW;Australia;11
5699 Forster Street;2346;NSW;Australia;2
94543 Northwestern Court;4715;QLD;Australia;6
6 Continental Alley;3174;VIC;Australia;8
89 Dapin Terrace;3121;VIC;Australia;10
38834 Manufacturers Hill;2768;NSW;Australia;10
0186 Thackeray Center;3183;VIC;Australia;11
15980 Fairview Drive;2283;NSW;Australia;7
2 Waxwing Terrace;2429;NSW;Australia;2
358 Ronald Regan Point;2065;NSW;Australia;12
4386 Spaight Court;3752;VIC;Australia;8
73 Hallows Circle;2558;NSW;Australia;7
1585 Summer Ridge Alley;2548;NSW;Australia;6
29585 Weeping Birch Avenue;2830;NSW;Australia;2
4 Macpherson Drive;2560;NSW;Australia;8
75132 Portage Point;4555;QLD;Australia;7
90969 Talmadge Place;3199;VIC;Australia;7
88 Ilene Crossing;2049;NSW;Australia;11
154 Heffernan Trail;2038;NSW;Australia;10
4534 Stone Corner Terrace;2233;NSW;Australia;9
9 Declaration Crossing;3133;VIC;Australia;10
2 Homewood Pass;4211;QLD;Australia;8
8279 Golf View Center;3127;VIC;Australia;12
65769 Hoard Plaza;3030;VIC;Australia;7
2 Havey Point;2759;NSW;Australia;8
8582 Morrow Pass;4165;QLD;Australia;7
4643 Cambridge Circle;3064;VIC;Australia;6
2 Armistice Parkway;2193;NSW;Australia;10
23301 Bluestem Drive;3146;VIC;Australia;8
6764 Commercial Avenue;2753;NSW;Australia;8
56747 Monument Avenue;4306;QLD;Australia;8
8 Harper Center;2650;NSW;Australia;3
422 Valley Edge Pass;2000;NSW;Australia;10
8651 Graceland Way;2830;NSW;Australia;1
6 Nobel Way;2322;NSW;Australia;4
3 Burning Wood Pass;2322;NSW;Australia;4
4 Westridge Circle;2763;NSW;Australia;8
9284 Randy Alley;2217;NSW;Australia;9
56 Sullivan Crossing;2768;NSW;Australia;9
3 Westridge Avenue;2810;NSW;Australia;5
3 Florence Drive;2151;NSW;Australia;10
897 Forest Dale Terrace;4035;QLD;Australia;8
91215 Doe Crossing Avenue;3805;VIC;Australia;7
38834 Green Center;2132;NSW;Australia;11
678 Monterey Center;2759;NSW;Australia;8
1 Park Meadow Drive;2145;NSW;Australia;9
58 Hoepker Center;4343;QLD;Australia;2
6415 4th Alley;2766;NSW;Australia;8
5558 Northport Point;2087;NSW;Australia;11
71 Manley Way;2036;NSW;Australia;7
6201 Schiller Drive;2502;NSW;Australia;6
5339 Paget Plaza;2190;NSW;Australia;10
26138 Katie Point;2800;NSW;Australia;4
686 Scoville Drive;3012;VIC;Australia;5
41 Bay Pass;2018;NSW;Australia;10
155 Sunfield Way;3212;VIC;Australia;2
2809 Anderson Lane;3350;VIC;Australia;3
4 Barby Point;4216;QLD;Australia;8
73 Eagan Hill;3040;VIC;Australia;10
11 Ryan Hill;2229;NSW;Australia;9
6 Eliot Parkway;2045;NSW;Australia;12
4962 Wayridge Road;2220;NSW;Australia;12
9 Jenifer Avenue;2480;NSW;Australia;4
7 Macpherson Way;4064;QLD;Australia;9
5437 Oak Alley;2024;NSW;Australia;10
13854 Artisan Avenue;4508;QLD;Australia;3
7415 Schlimgen Drive;2064;NSW;Australia;9
249 Merchant Terrace;4211;QLD;Australia;7
379 Scofield Pass;3101;VIC;Australia;8
6 Michigan Lane;4076;QLD;Australia;3
31 Packers Pass;2205;NSW;Australia;10
772 Superior Street;2759;NSW;Australia;8
15093 Hallows Pass;3930;VIC;Australia;9
954 Reinke Park;3101;VIC;Australia;12
11879 Surrey Court;2768;NSW;Australia;9
7730 Oakridge Trail;3380;VIC;Australia;1
91051 Cordelia Circle;3030;VIC;Australia;7
32 Larry Way;3073;VIC;Australia;10
3173 Park Meadow Park;2261;NSW;Australia;5
427 Talmadge Terrace;2486;NSW;Australia;8
587 Rieder Court;4211;QLD;Australia;8
34775 Melrose Road;2152;NSW;Australia;10
61 Kennedy Park;2745;NSW;Australia;10
1 Upham Crossing;3041;VIC;Australia;3
106 Donald Way;3216;VIC;Australia;4
3397 Ronald Regan Plaza;4511;QLD;Australia;5
2615 Declaration Court;2031;NSW;Australia;12
900 Straubel Hill;2176;NSW;Australia;10
4314 Ridgeview Court;2176;NSW;Australia;9
6001 Calypso Park;2320;NSW;Australia;5
31 Declaration Drive;4500;QLD;Australia;5
8 Grover Parkway;2089;NSW;Australia;10
7 Killdeer Junction;4306;QLD;Australia;3
30122 Union Plaza;2066;NSW;Australia;9
81 Carpenter Terrace;3321;VIC;Australia;3
46 Hollow Ridge Way;2011;NSW;Australia;11
6468 West Park;3161;VIC;Australia;6
2 Barby Court;2133;NSW;Australia;8
4 Rockefeller Plaza;3196;VIC;Australia;5
00732 David Lane;3350;VIC;Australia;6
4 Hagan Hill;2197;NSW;Australia;9
47566 Old Gate Avenue;3064;VIC;Australia;6
9738 Delaware Crossing;2753;NSW;Australia;9
5511 Clove Lane;3153;VIC;Australia;7
526 Kipling Drive;3193;VIC;Australia;11
9585 Lakeland Avenue;2147;NSW;Australia;8
19 Daystar Alley;2761;NSW;Australia;8
2 Union Way;2035;NSW;Australia;12
88 Service Hill;4573;QLD;Australia;8
856 Basil Drive;3064;VIC;Australia;5
00 Esker Point;4207;QLD;Australia;3
792 Clyde Gallagher Trail;2120;NSW;Australia;10
9719 Bobwhite Avenue;2289;NSW;Australia;7
36 Service Lane;2750;NSW;Australia;7
51158 Mitchell Place;3747;VIC;Australia;3
6 3rd Point;2256;NSW;Australia;9
828 Cascade Crossing;3196;VIC;Australia;9
2099 Elmside Parkway;3165;VIC;Australia;10
6407 Pierstorff Center;4209;QLD;Australia;6
18 Stephen Center;3189;VIC;Australia;10
5147 Kensington Pass;2204;NSW;Australia;9
7740 Crescent Oaks Circle;4350;QLD;Australia;5
03742 Granby Parkway;2768;NSW;Australia;9
37 Tennessee Way;4078;QLD;Australia;5
0616 Messerschmidt Place;2350;NSW;Australia;4
25 Melvin Junction;3064;VIC;Australia;6
650 Barby Street;2023;NSW;Australia;12
63795 Logan Junction;3805;VIC;Australia;7
506 Tennyson Avenue;4118;QLD;Australia;9
7 Shasta Terrace;2821;NSW;Australia;2
61 Shoshone Alley;3150;VIC;Australia;10
3241 Rigney Place;3337;VIC;Australia;4
65885 Maple Hill;3072;VIC;Australia;10
310 Cody Street;2125;NSW;Australia;11
7650 Stone Corner Avenue;3201;VIC;Australia;5
6033 Blaine Court;2075;NSW;Australia;12
515 Fallview Way;2484;NSW;Australia;8
757 International Road;3158;VIC;Australia;8
0 Declaration Center;2250;NSW;Australia;10
1 Parkside Avenue;3109;VIC;Australia;10
73128 Pearson Pass;4132;QLD;Australia;4
1940 Morning Circle;2765;NSW;Australia;9
18 Chinook Plaza;2756;NSW;Australia;9
7912 Jana Lane;2194;NSW;Australia;8
534 Arrowood Trail;4212;QLD;Australia;8
79 Butterfield Street;2016;NSW;Australia;11
789 Alpine Lane;2390;NSW;Australia;8
4178 Bartelt Parkway;2505;NSW;Australia;8
44 Londonderry Parkway;2164;NSW;Australia;10
712 Sage Park;3149;VIC;Australia;9
88987 Dexter Park;2806;NSW;Australia;1
52 Helena Lane;2192;NSW;Australia;10
3 High Crossing Parkway;3006;VIC;Australia;7
45 Fordem Court;3191;VIC;Australia;10
82583 North Hill;2528;NSW;Australia;7
79 Crescent Oaks Court;2806;NSW;Australia;1
1 Utah Alley;2232;NSW;Australia;10
353 Donald Street;3199;VIC;Australia;7
86 Fairfield Alley;2558;NSW;Australia;8
33 Sugar Alley;2060;NSW;Australia;12
92 Northridge Park;2450;NSW;Australia;4
1 Algoma Trail;4213;QLD;Australia;6
08261 Aberg Junction;2176;NSW;Australia;9
549 Randy Point;2560;NSW;Australia;7
09295 Judy Terrace;2753;NSW;Australia;8
78 Southridge Parkway;2257;NSW;Australia;9
04 Oakridge Drive;4123;QLD;Australia;9
20101 Prentice Terrace;2074;NSW;Australia;11
498 Golf Parkway;2144;NSW;Australia;10
23 West Crossing;3192;VIC;Australia;7
011 Johnson Park;3121;VIC;Australia;11
5 Atwood Crossing;2321;NSW;Australia;3
28008 Mesta Lane;2767;NSW;Australia;9
1 Dixon Way;3072;VIC;Australia;5
31446 5th Court;3064;VIC;Australia;4
8397 Holy Cross Parkway;2087;NSW;Australia;11
85958 Bartillon Way;3201;VIC;Australia;6
877 Corben Center;2500;NSW;Australia;7
6 Maple Wood Junction;4012;QLD;Australia;7
5304 Oneill Pass;2117;NSW;Australia;10
884 Packers Junction;2034;NSW;Australia;10
95 East Road;2093;NSW;Australia;9
9932 Atwood Center;2011;NSW;Australia;10
1929 Crowley Drive;4034;QLD;Australia;7
70 West Plaza;3020;VIC;Australia;8
7 Norway Maple Avenue;4172;QLD;Australia;5
54285 Annamark Way;3977;VIC;Australia;6
761 Carioca Drive;4226;QLD;Australia;7
69131 Kipling Alley;3351;VIC;Australia;4
3052 Green Drive;3142;VIC;Australia;11
33331 Corry Road;2560;NSW;Australia;8
69 Porter Parkway;4128;QLD;Australia;7
934 Dwight Park;2280;NSW;Australia;7
27784 Hansons Trail;3078;VIC;Australia;11
464 Acker Way;2756;NSW;Australia;9
53533 Dakota Pass;2077;NSW;Australia;10
546 Summerview Center;2074;NSW;Australia;11
1 Carey Crossing;2047;NSW;Australia;10
7524 David Place;2850;NSW;Australia;3
7 Granby Crossing;3083;VIC;Australia;9
8681 Dennis Pass;3215;VIC;Australia;3
1 Pankratz Circle;3083;VIC;Australia;8
9904 Oakridge Parkway;4370;QLD;Australia;3
249 Anderson Street;2153;NSW;Australia;10
3463 Merchant Trail;3152;VIC;Australia;10
699 Hudson Road;2138;NSW;Australia;9
9 Dwight Drive;2710;NSW;Australia;1
13 Colorado Lane;2099;NSW;Australia;9
39946 Kenwood Court;3070;VIC;Australia;9
72204 Springs Way;3104;VIC;Australia;12
365 Jenifer Point;4116;QLD;Australia;7
53 Texas Road;2262;NSW;Australia;7
6 Morningstar Park;2324;NSW;Australia;7
6901 Russell Street;3977;VIC;Australia;6
26 Barby Terrace;2263;NSW;Australia;6
23541 Dayton Drive;2177;NSW;Australia;9
81 Pine View Avenue;4208;QLD;Australia;5
91 Dennis Plaza;4127;QLD;Australia;6
43 Hollow Ridge Center;3215;VIC;Australia;3
045 Debs Pass;3145;VIC;Australia;12
73 Debra Terrace;2141;NSW;Australia;7
96899 Hermina Circle;2062;NSW;Australia;9
38 Trailsway Parkway;2118;NSW;Australia;11
22171 Bayside Parkway;2880;NSW;Australia;1
6011 Knutson Way;3065;VIC;Australia;7
0127 East Court;3199;VIC;Australia;5
1 Fordem Road;2144;NSW;Australia;9
7681 Waywood Alley;3860;VIC;Australia;1
9 Donald Junction;2046;NSW;Australia;12
47855 Tomscot Parkway;2226;NSW;Australia;8
394 Russell Avenue;2209;NSW;Australia;10
86 Claremont Junction;2135;NSW;Australia;7
2 Transport Plaza;2658;NSW;Australia;1
20 Susan Court;3015;VIC;Australia;10
838 Redwing Street;2428;NSW;Australia;8
9 West Crossing;2446;NSW;Australia;7
22105 Arrowood Crossing;3124;VIC;Australia;7
9240 Green Avenue;3810;VIC;Australia;5
0964 Bayside Park;3136;VIC;Australia;9
9717 Main Parkway;3052;VIC;Australia;8
4123 Eliot Alley;4306;QLD;Australia;6
36708 Algoma Junction;2170;NSW;Australia;6
3 Mandrake Parkway;2118;NSW;Australia;9
78 Declaration Center;2209;NSW;Australia;10
57866 Dawn Plaza;3029;VIC;Australia;7
0172 Vidon Place;3183;VIC;Australia;6
89 Delaware Crossing;3754;VIC;Australia;6
34 Packers Trail;3168;VIC;Australia;10
019 Huxley Drive;3807;VIC;Australia;8
862 Ilene Circle;2206;NSW;Australia;11
420 Twin Pines Crossing;3338;VIC;Australia;3
5131 Northview Hill;3177;VIC;Australia;3
713 Redwing Crossing;2121;NSW;Australia;11
9570 Sundown Trail;4073;QLD;Australia;8
72258 Bayside Court;4211;QLD;Australia;7
31 Melvin Park;4163;QLD;Australia;8
9 Duke Alley;4557;QLD;Australia;7
38473 Waubesa Alley;2759;NSW;Australia;8
0056 Corry Center;2220;NSW;Australia;11
99476 Mitchell Street;2508;NSW;Australia;10
37 Hintze Center;4011;QLD;Australia;11
33061 Fremont Lane;4720;QLD;Australia;3
56 Trailsway Street;4575;QLD;Australia;4
5748 Porter Circle;4352;QLD;Australia;8
341 Katie Junction;4817;QLD;Australia;4
20370 Fordem Pass;4825;QLD;Australia;4
30 Prairie Rose Road;2761;NSW;Australia;7
79 Holy Cross Hill;2145;NSW;Australia;7
6489 Pennsylvania Road;2164;NSW;Australia;9
274 Bultman Park;2566;NSW;Australia;7
832 Moulton Trail;2560;NSW;Australia;8
1628 Bonner Hill;2480;NSW;Australia;3
0618 5th Place;3189;VIC;Australia;10
4662 Clemons Road;4270;QLD;Australia;8
0 Arapahoe Court;4305;QLD;Australia;3
3748 Lake View Lane;2590;NSW;Australia;1
3720 Anniversary Court;4812;QLD;Australia;2
85 Trailsway Road;3175;VIC;Australia;9
388 Karstens Drive;2428;NSW;Australia;5
6 Swallow Park;2165;NSW;Australia;7
80070 Mockingbird Center;2289;NSW;Australia;8
6 Veith Road;4118;QLD;Australia;4
1323 Maywood Plaza;2226;NSW;Australia;10
17504 Spohn Center;2756;NSW;Australia;9
02084 Rockefeller Crossing;2150;NSW;Australia;7
16 Montana Way;2478;NSW;Australia;7
2 Victoria Crossing;3280;VIC;Australia;2
0733 Comanche Crossing;2304;NSW;Australia;6
75322 Prentice Court;3046;VIC;Australia;9
2 Gerald Street;2071;NSW;Australia;11
2079 Del Sol Hill;2761;NSW;Australia;8
9 Columbus Pass;2327;NSW;Australia;3
465 Russell Court;2282;NSW;Australia;9
344 Dayton Drive;2148;NSW;Australia;9
7 Beilfuss Center;2550;NSW;Australia;4
78 Barnett Alley;2154;NSW;Australia;11
4 Emmet Avenue;4300;QLD;Australia;1
1728 Springview Lane;4509;QLD;Australia;6
25413 Delaware Pass;3150;VIC;Australia;12
23217 Waubesa Pass;2705;NSW;Australia;1
013 Mendota Parkway;2558;NSW;Australia;9
7482 Hanson Park;2567;NSW;Australia;5
2428 Sloan Circle;2763;NSW;Australia;9
34329 Heffernan Plaza;3178;VIC;Australia;7
15 Duke Plaza;3013;VIC;Australia;8
4368 Dayton Street;2753;NSW;Australia;10
3 Shasta Circle;2165;NSW;Australia;8
6 Calypso Parkway;4161;QLD;Australia;5
2 Cambridge Point;3173;VIC;Australia;9
55876 Knutson Point;3057;VIC;Australia;6
14 Bunting Alley;2073;NSW;Australia;12
8458 Stang Parkway;2671;NSW;Australia;2
60 Towne Pass;2877;NSW;Australia;1
5 Rutledge Center;4311;QLD;Australia;3
9 Blaine Place;3756;VIC;Australia;4
24688 Hollow Ridge Way;3064;VIC;Australia;7
32876 American Ash Avenue;2099;NSW;Australia;11
18 Bay Place;2176;NSW;Australia;9
4 Hanover Junction;3192;VIC;Australia;10
0 Darwin Junction;2747;NSW;Australia;9
5251 Merrick Court;3103;VIC;Australia;8
801 Shasta Crossing;2539;NSW;Australia;8
55 Anzinger Drive;4152;QLD;Australia;9
13768 Commercial Trail;2155;NSW;Australia;10
109 Kipling Road;2156;NSW;Australia;11
47 Spenser Circle;2770;NSW;Australia;7
15051 Monterey Street;2756;NSW;Australia;8
7365 Carioca Hill;4680;QLD;Australia;4
42 Maryland Plaza;2486;NSW;Australia;5
802 Bashford Hill;3150;VIC;Australia;10
12548 Eagan Court;2768;NSW;Australia;9
24167 Montana Place;2065;NSW;Australia;12
0 Southridge Drive;4311;QLD;Australia;1
1 Banding Way;4218;QLD;Australia;8
259 Union Junction;3107;VIC;Australia;10
7727 Merrick Parkway;2099;NSW;Australia;11
3015 Bowman Alley;2777;NSW;Australia;9
2 Annamark Park;2170;NSW;Australia;9
38 Steensland Circle;2234;NSW;Australia;10
80 Northland Place;4178;QLD;Australia;8
104 Kingsford Park;2154;NSW;Australia;9
22 Mifflin Junction;2096;NSW;Australia;9
60272 Montana Drive;2223;NSW;Australia;8
730 Judy Drive;3939;VIC;Australia;2
1269 Esch Parkway;4078;QLD;Australia;6
3 Kedzie Center;3106;VIC;Australia;10
67473 Nova Avenue;3089;VIC;Australia;10
866 Canary Drive;2750;NSW;Australia;8
20 Dwight Junction;2768;NSW;Australia;10
0900 Northport Point;2085;NSW;Australia;11
572 Buena Vista Plaza;2111;NSW;Australia;9
695 Anthes Crossing;4350;QLD;Australia;2
62 Luster Avenue;2036;NSW;Australia;11
819 Basil Plaza;4053;QLD;Australia;8
81 Monument Avenue;2126;NSW;Australia;12
093 Mallard Hill;4034;QLD;Australia;7
903 Sauthoff Plaza;2565;NSW;Australia;8
9796 Pearson Hill;2223;NSW;Australia;4
950 Algoma Circle;3108;VIC;Australia;9
28 Toban Center;3756;VIC;Australia;2
147 Brickson Park Drive;4017;QLD;Australia;7
75251 Marquette Lane;4122;QLD;Australia;7
72 Briar Crest Hill;3148;VIC;Australia;10
201 Valley Edge Park;3030;VIC;Australia;5
6031 Susan Terrace;4118;QLD;Australia;5
724 Erie Way;3500;VIC;Australia;2
86906 Hauk Trail;4163;QLD;Australia;8
85999 Cherokee Street;2086;NSW;Australia;11
50774 Dennis Park;3631;VIC;Australia;3
64 Trailsway Place;3802;VIC;Australia;7
95228 Forster Road;3085;VIC;Australia;9
388 Shoshone Trail;2234;NSW;Australia;10
67 Lakewood Gardens Circle;2506;NSW;Australia;7
98 Transport Plaza;2470;NSW;Australia;2
35 Larry Plaza;2093;NSW;Australia;9
9 Hooker Street;2770;NSW;Australia;7
4 Debra Hill;3106;VIC;Australia;10
41 Superior Crossing;2747;NSW;Australia;8
721 Morrow Plaza;2069;NSW;Australia;12
8578 Mifflin Pass;2170;NSW;Australia;5
02 Fair Oaks Lane;3977;VIC;Australia;7
910 Becker Pass;2526;NSW;Australia;8
08 Dennis Crossing;3184;VIC;Australia;11
4 Express Plaza;2191;NSW;Australia;10
81609 Vernon Terrace;3934;VIC;Australia;8
37 Hintze Court;2168;NSW;Australia;9
07 Morning Court;3805;VIC;Australia;7
327 Loeprich Street;3187;VIC;Australia;11
5106 Northridge Drive;2560;NSW;Australia;7
9754 High Crossing Terrace;2148;NSW;Australia;8
7 Meadow Vale Court;2114;NSW;Australia;10
80260 Morning Road;3178;VIC;Australia;9
38017 Briar Crest Drive;2165;NSW;Australia;9
60 Morningstar Center;2126;NSW;Australia;10
218 Stuart Junction;2223;NSW;Australia;10
9 Butterfield Lane;4077;QLD;Australia;5
614 Burning Wood Way;2148;NSW;Australia;9
9 Grover Point;4218;QLD;Australia;10
565 Bunting Park;2076;NSW;Australia;11
9461 Saint Paul Trail;2428;NSW;Australia;2
5204 Delaware Pass;2560;NSW;Australia;8
24 Scott Pass;4300;QLD;Australia;5
8 Randy Parkway;2209;NSW;Australia;11
681 Elmside Place;3750;VIC;Australia;6
2918 Summer Ridge Hill;3030;VIC;Australia;2
613 Erie Lane;2088;NSW;Australia;12
0 Transport Center;3977;VIC;Australia;6
4 Dovetail Crossing;2350;NSW;Australia;2
736 Roxbury Junction;2540;NSW;Australia;6
1482 Hauk Trail;3064;VIC;Australia;3
57042 Village Green Point;4511;QLD;Australia;6
87 Crescent Oaks Alley;2756;NSW;Australia;10
8194 Lien Street;4032;QLD;Australia;7
320 Acker Drive;2251;NSW;Australia;7
613 Erie Lane;3996;NSW;Australia;10
